date,day.of.week,car.count,weather,cloud.indicator
2013-03-31,Sunday,167,-1.1,clear
2013-04-01,Monday,153,-0.2,clear
2013-04-02,Tuesday,152,1.1,clear
2013-04-03,Wednesday,64,0.9,cloudy
2013-04-04,Thursday,147,-0.1,clear
2013-04-05,Friday,162,1.3,clear
2013-04-06,Saturday,166,0.2,clear
2013-04-07,Sunday,152,-0.9,clear
2013-04-08,Monday,92,0.1,cloudy
2013-04-09,Tuesday,147,-0.1,clear
2013-04-10,Wednesday,159,1.4,clear
2013-04-11,Thursday,67,-0.6,cloudy
2013-04-12,Friday,159,2.2,clear
2013-04-13,Saturday,167,-0.2,clear
2013-04-14,Sunday,45,1.4,cloudy
2013-04-15,Monday,125,0,cloudy
2013-04-16,Tuesday,97,0,cloudy
2013-04-17,Wednesday,195,-2,clear
2013-04-18,Thursday,154,0.1,clear
2013-04-19,Friday,175,0,clear
2013-04-20,Saturday,55,0.6,cloudy
2013-04-21,Sunday,85,-0.1,cloudy
2013-04-22,Monday,18,-1.7,cloudy
2013-04-23,Tuesday,23,-0.9,cloudy
2013-04-24,Wednesday,161,-0.2,clear
2013-04-25,Thursday,136,-0.9,clear
2013-04-26,Friday,152,1.2,clear
2013-04-27,Saturday,26,-0.4,cloudy
2013-04-28,Sunday,176,0.5,clear
2013-04-29,Monday,108,-0.6,cloudy
2013-04-30,Tuesday,71,1.8,cloudy
2013-05-01,Wednesday,152,0.1,clear
2013-05-02,Thursday,141,-0.4,clear
2013-05-03,Friday,190,-1.2,clear
2013-05-04,Saturday,44,0,cloudy
2013-05-05,Sunday,119,-1.3,cloudy
2013-05-06,Monday,192,-1.6,clear
2013-05-07,Tuesday,154,-0.2,clear
2013-05-08,Wednesday,138,0.2,cloudy
2013-05-09,Thursday,26,1.9,cloudy
2013-05-10,Friday,26,0.4,cloudy
2013-05-11,Saturday,82,0.5,cloudy
2013-05-12,Sunday,168,-0.4,clear
2013-05-13,Monday,103,0.7,cloudy
2013-05-14,Tuesday,160,3.2,clear
2013-05-15,Wednesday,64,1.8,cloudy
2013-05-16,Thursday,154,0.1,clear
2013-05-17,Friday,123,0.3,cloudy
2013-05-18,Saturday,13,0.3,cloudy
2013-05-19,Sunday,149,0.5,clear
2013-05-20,Monday,147,-0.5,clear
2013-05-21,Tuesday,0,2,cloudy
2013-05-22,Wednesday,145,0.4,clear
2013-05-23,Thursday,156,-2.3,cloudy
2013-05-24,Friday,162,1.9,clear
2013-05-25,Saturday,190,0.4,clear
2013-05-26,Sunday,158,0.3,clear
2013-05-27,Monday,104,-0.3,cloudy
2013-05-28,Tuesday,46,0.1,cloudy
2013-05-29,Wednesday,65,1.4,cloudy
2013-05-30,Thursday,166,-0.7,clear
2013-05-31,Friday,154,0.3,clear
2013-06-01,Saturday,186,0.4,cloudy
2013-06-02,Sunday,103,-0.4,cloudy
2013-06-03,Monday,161,0.4,clear
2013-06-04,Tuesday,195,-1.3,clear
2013-06-05,Wednesday,112,0.6,cloudy
2013-06-06,Thursday,166,0.2,clear
2013-06-07,Friday,106,-1,cloudy
2013-06-08,Saturday,91,0.6,cloudy
2013-06-09,Sunday,171,0.6,clear
2013-06-10,Monday,154,1.5,clear
2013-06-11,Tuesday,70,0.2,cloudy
2013-06-12,Wednesday,70,-0.9,cloudy
2013-06-13,Thursday,178,-0.7,clear
2013-06-14,Friday,142,0.4,clear
2013-06-15,Saturday,13,1,cloudy
2013-06-16,Sunday,161,-1.2,clear
2013-06-17,Monday,186,0.6,clear
2013-06-18,Tuesday,150,-0.2,clear
2013-06-19,Wednesday,153,1.5,clear
2013-06-20,Thursday,96,0,cloudy
2013-06-21,Friday,142,-0.2,clear
2013-06-22,Saturday,146,0.6,clear
2013-06-23,Sunday,97,0.3,cloudy
2013-06-24,Monday,24,1.6,cloudy
2013-06-25,Tuesday,159,-0.2,clear
2013-06-26,Wednesday,10,0.3,cloudy
2013-06-27,Thursday,158,0.7,clear
2013-06-28,Friday,152,1.7,clear
2013-06-29,Saturday,179,-0.5,clear
2013-06-30,Sunday,144,-1.6,clear
2013-07-01,Monday,153,1.4,clear
2013-07-02,Tuesday,114,1.2,cloudy
2013-07-03,Wednesday,79,-0.8,cloudy
2013-07-04,Thursday,157,0.2,clear
2013-07-05,Friday,149,-0.5,clear
2013-07-06,Saturday,151,-0.7,clear
2013-07-07,Sunday,70,0,cloudy
2013-07-08,Monday,63,0,cloudy
2013-07-09,Tuesday,155,0.4,clear
2013-07-10,Wednesday,150,0.3,clear
2013-07-11,Thursday,144,0.2,clear
2013-07-12,Friday,25,-0.8,cloudy
2013-07-13,Saturday,123,1.4,cloudy
2013-07-14,Sunday,113,-1.5,cloudy
2013-07-15,Monday,142,0.6,clear
2013-07-16,Tuesday,177,-0.1,cloudy
2013-07-17,Wednesday,23,1.6,cloudy
2013-07-18,Thursday,39,1.2,cloudy
2013-07-19,Friday,83,1.1,cloudy
2013-07-20,Saturday,168,-1.6,clear
2013-07-21,Sunday,147,-0.6,clear
2013-07-22,Monday,131,-2.2,cloudy
2013-07-23,Tuesday,105,0.6,cloudy
2013-07-24,Wednesday,23,-0.5,cloudy
2013-07-25,Thursday,166,0.3,clear
2013-07-26,Friday,21,0.9,cloudy
2013-07-27,Saturday,161,0.1,clear
2013-07-28,Sunday,120,-0.9,cloudy
2013-07-29,Monday,86,-2.1,cloudy
2013-07-30,Tuesday,156,-1.4,clear
2013-07-31,Wednesday,143,0.3,clear
2013-08-01,Thursday,162,-0.2,clear
2013-08-02,Friday,155,-1.6,clear
2013-08-03,Saturday,84,-0.7,cloudy
2013-08-04,Sunday,9,0.5,cloudy
2013-08-05,Monday,146,0.2,clear
2013-08-06,Tuesday,121,1.7,cloudy
2013-08-07,Wednesday,140,-0.3,clear
2013-08-08,Thursday,152,-2.4,clear
2013-08-09,Friday,156,-0.1,clear
2013-08-10,Saturday,18,-0.3,cloudy
2013-08-11,Sunday,145,0.3,clear
2013-08-12,Monday,167,0,clear
2013-08-13,Tuesday,125,0.9,cloudy
2013-08-14,Wednesday,153,-1,clear
2013-08-15,Thursday,3,-0.3,cloudy
2013-08-16,Friday,156,1.4,clear
2013-08-17,Saturday,172,-0.1,cloudy
2013-08-18,Sunday,120,0.4,cloudy
2013-08-19,Monday,35,-0.8,cloudy
2013-08-20,Tuesday,115,-0.6,cloudy
2013-08-21,Wednesday,33,-1.7,cloudy
2013-08-22,Thursday,181,0.8,clear
2013-08-23,Friday,133,0.9,cloudy
2013-08-24,Saturday,88,-1.1,cloudy
2013-08-25,Sunday,165,0.9,clear
2013-08-26,Monday,136,-1.9,clear
2013-08-27,Tuesday,178,-1.3,clear
2013-08-28,Wednesday,143,0.6,clear
2013-08-29,Thursday,155,-0.3,clear
2013-08-30,Friday,11,-0.1,cloudy
2013-08-31,Saturday,102,-2.5,cloudy
2013-09-01,Sunday,144,0.1,clear
2013-09-02,Monday,63,1.6,cloudy
2013-09-03,Tuesday,140,-0.8,cloudy
2013-09-04,Wednesday,130,0.2,cloudy
2013-09-05,Thursday,172,0.1,clear
2013-09-06,Friday,169,0.1,clear
2013-09-07,Saturday,160,-0.2,clear
2013-09-08,Sunday,77,3,cloudy
2013-09-09,Monday,160,-1,clear
2013-09-10,Tuesday,188,0.7,clear
2013-09-11,Wednesday,18,0.4,cloudy
2013-09-12,Thursday,60,-0.3,cloudy
2013-09-13,Friday,154,-0.1,clear
2013-09-14,Saturday,157,-0.5,clear
2013-09-15,Sunday,60,0.2,cloudy
2013-09-16,Monday,156,2.1,clear
2013-09-17,Tuesday,181,0.1,clear
2013-09-18,Wednesday,54,1.3,cloudy
2013-09-19,Thursday,57,0.4,cloudy
2013-09-20,Friday,155,0.3,clear
2013-09-21,Saturday,75,1.6,cloudy
2013-09-22,Sunday,178,-1.9,clear
2013-09-23,Monday,154,-0.8,clear
2013-09-24,Tuesday,142,-0.9,clear
2013-09-25,Wednesday,177,-0.2,clear
2013-09-26,Thursday,146,0.9,cloudy
2013-09-27,Friday,8,0.3,cloudy
2013-09-28,Saturday,147,0.5,clear
2013-09-29,Sunday,135,-0.4,clear
2013-09-30,Monday,157,1.8,clear
2013-10-01,Tuesday,56,1.9,cloudy
2013-10-02,Wednesday,143,-0.1,cloudy
2013-10-03,Thursday,90,-0.5,cloudy
2013-10-04,Friday,163,-0.7,clear
2013-10-05,Saturday,157,-0.6,clear
2013-10-06,Sunday,67,-0.8,cloudy
2013-10-07,Monday,109,-0.1,cloudy
2013-10-08,Tuesday,108,-1,cloudy
2013-10-09,Wednesday,147,-0.7,clear
2013-10-10,Thursday,159,0.7,clear
2013-10-11,Friday,161,-0.5,clear
2013-10-12,Saturday,149,-1.6,clear
2013-10-13,Sunday,145,-0.8,clear
2013-10-14,Monday,102,-1.3,cloudy
2013-10-15,Tuesday,68,-0.6,cloudy
2013-10-16,Wednesday,54,0.6,cloudy
2013-10-17,Thursday,162,1.4,clear
2013-10-18,Friday,156,1.1,clear
2013-10-19,Saturday,71,-1.1,cloudy
2013-10-20,Sunday,134,-0.4,clear
2013-10-21,Monday,145,-0.8,clear
2013-10-22,Tuesday,134,2.6,clear
2013-10-23,Wednesday,96,1,cloudy
2013-10-24,Thursday,180,0.7,clear
2013-10-25,Friday,21,0,cloudy
2013-10-26,Saturday,73,-0.1,cloudy
2013-10-27,Sunday,124,-0.8,cloudy
2013-10-28,Monday,53,0.3,cloudy
2013-10-29,Tuesday,29,2,cloudy
2013-10-30,Wednesday,142,-1.2,clear
2013-10-31,Thursday,153,-0.1,clear
2013-11-01,Friday,138,-0.9,clear
2013-11-02,Saturday,143,0.5,clear
2013-11-03,Sunday,18,-0.3,cloudy
2013-11-04,Monday,92,0,cloudy
2013-11-05,Tuesday,53,-0.9,cloudy
2013-11-06,Wednesday,58,-0.8,cloudy
2013-11-07,Thursday,131,-0.4,cloudy
2013-11-08,Friday,36,-0.3,cloudy
2013-11-09,Saturday,111,-1,cloudy
2013-11-10,Sunday,158,0.5,clear
2013-11-11,Monday,147,-0.4,clear
2013-11-12,Tuesday,42,0.7,cloudy
2013-11-13,Wednesday,87,1.2,cloudy
2013-11-14,Thursday,130,0.3,clear
2013-11-15,Friday,143,-0.6,clear
2013-11-16,Saturday,26,0.7,cloudy
2013-11-17,Sunday,26,0.9,cloudy
2013-11-18,Monday,61,1.3,cloudy
2013-11-19,Tuesday,96,-0.2,cloudy
2013-11-20,Wednesday,133,1.9,clear
2013-11-21,Thursday,10,0,cloudy
2013-11-22,Friday,145,-1,clear
2013-11-23,Saturday,137,-0.5,clear
2013-11-24,Sunday,204,-0.2,clear
2013-11-25,Monday,137,2.2,clear
2013-11-26,Tuesday,17,-0.6,cloudy
2013-11-27,Wednesday,180,-0.4,clear
2013-11-28,Thursday,148,1.8,clear
2013-11-29,Friday,136,-0.3,clear
2013-11-30,Saturday,38,0.5,cloudy
2013-12-01,Sunday,157,-1.4,clear
2013-12-02,Monday,145,-1.1,clear
2013-12-03,Tuesday,146,0,clear
2013-12-04,Wednesday,155,0.1,clear
2013-12-05,Thursday,124,-0.6,cloudy
2013-12-06,Friday,78,1.1,cloudy
2013-12-07,Saturday,191,-1.7,clear
2013-12-08,Sunday,148,-0.5,clear
2013-12-09,Monday,154,2.2,clear
2013-12-10,Tuesday,47,-0.4,cloudy
2013-12-11,Wednesday,147,0.2,clear
2013-12-12,Thursday,171,-1,clear
2013-12-13,Friday,199,-0.6,clear
2013-12-14,Saturday,104,0.6,cloudy
2013-12-15,Sunday,98,-1.2,cloudy
2013-12-16,Monday,48,0.6,cloudy
2013-12-17,Tuesday,131,-1,clear
2013-12-18,Wednesday,139,-1.3,clear
2013-12-19,Thursday,44,-1.6,cloudy
2013-12-20,Friday,140,-0.3,clear
2013-12-21,Saturday,155,1,clear
2013-12-22,Sunday,109,-0.6,cloudy
2013-12-23,Monday,6,0.1,cloudy
2013-12-24,Tuesday,119,-0.6,cloudy
2013-12-25,Wednesday,132,-0.8,clear
2013-12-26,Thursday,155,0.6,clear
2013-12-27,Friday,167,1.3,clear
2013-12-28,Saturday,159,0.5,clear
2013-12-29,Sunday,187,-2.4,clear
2013-12-30,Monday,93,-0.8,cloudy
2013-12-31,Tuesday,89,0.5,cloudy
2014-01-01,Wednesday,130,-0.9,cloudy
2014-01-02,Thursday,156,0.6,clear
2014-01-03,Friday,135,-2.5,clear
2014-01-04,Saturday,162,-1.3,clear
2014-01-05,Sunday,150,0.7,clear
2014-01-06,Monday,164,-1,clear
2014-01-07,Tuesday,133,0.3,clear
2014-01-08,Wednesday,84,-1.5,cloudy
2014-01-09,Thursday,1,-1.3,cloudy
2014-01-10,Friday,37,2.4,cloudy
2014-01-11,Saturday,134,-1.1,clear
2014-01-12,Sunday,160,1.2,clear
2014-01-13,Monday,137,0.4,clear
2014-01-14,Tuesday,148,-0.3,clear
2014-01-15,Wednesday,136,0.4,clear
2014-01-16,Thursday,155,-1.4,clear
2014-01-17,Friday,67,0.7,cloudy
2014-01-18,Saturday,29,-1.2,cloudy
2014-01-19,Sunday,151,0.5,clear
2014-01-20,Monday,164,0,clear
2014-01-21,Tuesday,144,0.6,clear
2014-01-22,Wednesday,126,0.7,clear
2014-01-23,Thursday,153,-0.5,clear
2014-01-24,Friday,147,-0.1,clear
2014-01-25,Saturday,149,0.3,clear
2014-01-26,Sunday,172,0.8,clear
2014-01-27,Monday,126,-0.8,cloudy
2014-01-28,Tuesday,127,0.2,clear
2014-01-29,Wednesday,41,-1.6,cloudy
2014-01-30,Thursday,135,1,clear
2014-01-31,Friday,138,1,clear
2014-02-01,Saturday,52,2.3,cloudy
2014-02-02,Sunday,146,0.7,clear
2014-02-03,Monday,152,0.7,clear
2014-02-04,Tuesday,139,1.4,clear
2014-02-05,Wednesday,6,-0.2,cloudy
2014-02-06,Thursday,134,1.6,cloudy
2014-02-07,Friday,43,0.7,cloudy
2014-02-08,Saturday,137,-0.6,clear
2014-02-09,Sunday,137,1.3,clear
2014-02-10,Monday,141,0.4,clear
2014-02-11,Tuesday,140,0.9,clear
2014-02-12,Wednesday,85,-1.4,cloudy
2014-02-13,Thursday,107,-0.8,cloudy
2014-02-14,Friday,175,0.7,clear
2014-02-15,Saturday,145,2.1,clear
2014-02-16,Sunday,156,-1.6,clear
2014-02-17,Monday,43,-0.2,cloudy
2014-02-18,Tuesday,143,2.1,clear
2014-02-19,Wednesday,138,0.5,cloudy
2014-02-20,Thursday,23,0.8,cloudy
2014-02-21,Friday,133,0.6,clear
2014-02-22,Saturday,132,-0.4,clear
2014-02-23,Sunday,4,-0.9,cloudy
2014-02-24,Monday,85,-0.7,cloudy
2014-02-25,Tuesday,144,0.1,clear
2014-02-26,Wednesday,142,0.5,clear
2014-02-27,Thursday,0,-0.6,cloudy
2014-02-28,Friday,173,1.2,clear
2014-03-01,Saturday,26,0.4,cloudy
2014-03-02,Sunday,122,0.2,cloudy
2014-03-03,Monday,139,-2.2,clear
2014-03-04,Tuesday,34,-1.2,cloudy
2014-03-05,Wednesday,163,1,clear
2014-03-06,Thursday,120,-0.1,cloudy
2014-03-07,Friday,129,0.5,clear
2014-03-08,Saturday,75,0,cloudy
2014-03-09,Sunday,163,1.1,clear
2014-03-10,Monday,186,-0.2,clear
2014-03-11,Tuesday,41,1.2,cloudy
2014-03-12,Wednesday,159,-0.8,clear
2014-03-13,Thursday,147,0.2,clear
2014-03-14,Friday,183,-0.1,clear
2014-03-15,Saturday,156,1.6,clear
2014-03-16,Sunday,74,-2.4,cloudy
2014-03-17,Monday,27,0.2,cloudy
2014-03-18,Tuesday,8,-0.4,cloudy
2014-03-19,Wednesday,153,-1.2,clear
2014-03-20,Thursday,23,0.3,cloudy
2014-03-21,Friday,155,-0.1,clear
2014-03-22,Saturday,99,-0.9,cloudy
2014-03-23,Sunday,136,0.7,clear
2014-03-24,Monday,114,1,cloudy
2014-03-25,Tuesday,149,-1.1,clear
2014-03-26,Wednesday,55,-1.2,cloudy
2014-03-27,Thursday,135,-0.9,clear
2014-03-28,Friday,155,0.2,clear
2014-03-29,Saturday,114,0.7,cloudy
2014-03-30,Sunday,43,1.6,cloudy
2014-03-31,Monday,113,1.9,cloudy
2014-04-01,Tuesday,125,-0.6,cloudy
2014-04-02,Wednesday,133,0.8,clear
2014-04-03,Thursday,63,0.9,cloudy
2014-04-04,Friday,135,-1.1,clear
2014-04-05,Saturday,47,-0.6,cloudy
2014-04-06,Sunday,154,-0.3,cloudy
2014-04-07,Monday,127,2.2,clear
2014-04-08,Tuesday,134,0.8,clear
2014-04-09,Wednesday,11,0,cloudy
2014-04-10,Thursday,104,1.5,cloudy
2014-04-11,Friday,122,1.1,cloudy
2014-04-12,Saturday,68,-1.3,cloudy
2014-04-13,Sunday,107,-0.2,cloudy
2014-04-14,Monday,101,1.2,cloudy
2014-04-15,Tuesday,107,-0.1,cloudy
2014-04-16,Wednesday,40,0,cloudy
2014-04-17,Thursday,77,0,cloudy
2014-04-18,Friday,77,0,cloudy
2014-04-19,Saturday,19,0.4,cloudy
2014-04-20,Sunday,153,0.8,clear
2014-04-21,Monday,129,0.5,clear
2014-04-22,Tuesday,145,1.2,clear
2014-04-23,Wednesday,34,-0.5,cloudy
2014-04-24,Thursday,146,2.1,clear
2014-04-25,Friday,140,-1.3,clear
2014-04-26,Saturday,130,0.3,clear
2014-04-27,Sunday,64,1.4,cloudy
2014-04-28,Monday,133,0.6,clear
2014-04-29,Tuesday,76,-0.7,cloudy
2014-04-30,Wednesday,137,-2.1,clear
2014-05-01,Thursday,14,0.2,cloudy
2014-05-02,Friday,174,0.3,clear
2014-05-03,Saturday,100,-1.3,cloudy
2014-05-04,Sunday,26,0.9,cloudy
2014-05-05,Monday,128,-0.9,clear
2014-05-06,Tuesday,123,-0.4,clear
2014-05-07,Wednesday,118,0.4,cloudy
2014-05-08,Thursday,119,1.1,clear
2014-05-09,Friday,140,-0.8,clear
2014-05-10,Saturday,103,1.7,cloudy
2014-05-11,Sunday,112,-0.4,cloudy
2014-05-12,Monday,120,0.7,cloudy
2014-05-13,Tuesday,163,0.6,clear
2014-05-14,Wednesday,45,-0.5,cloudy
2014-05-15,Thursday,157,1.2,clear
2014-05-16,Friday,120,-0.8,clear
2014-05-17,Saturday,50,1.2,cloudy
2014-05-18,Sunday,145,-1.6,clear
2014-05-19,Monday,133,1.3,clear
2014-05-20,Tuesday,115,-0.1,cloudy
2014-05-21,Wednesday,114,0.4,cloudy
2014-05-22,Thursday,128,-0.5,clear
2014-05-23,Friday,66,-1.1,cloudy
2014-05-24,Saturday,35,2.2,cloudy
2014-05-25,Sunday,152,-0.4,cloudy
2014-05-26,Monday,139,-0.1,clear
2014-05-27,Tuesday,136,0.8,clear
2014-05-28,Wednesday,134,0.6,clear
2014-05-29,Thursday,141,-0.6,clear
2014-05-30,Friday,51,0.5,cloudy
2014-05-31,Saturday,8,-0.8,cloudy
2014-06-01,Sunday,153,2.1,clear
2014-06-02,Monday,148,0.8,clear
2014-06-03,Tuesday,142,0.5,cloudy
2014-06-04,Wednesday,8,0.2,cloudy
2014-06-05,Thursday,135,1.6,clear
2014-06-06,Friday,53,-0.1,cloudy
2014-06-07,Saturday,55,0,cloudy
2014-06-08,Sunday,104,-0.4,cloudy
2014-06-09,Monday,157,-0.5,clear
2014-06-10,Tuesday,157,0.2,clear
2014-06-11,Wednesday,157,-0.4,clear
2014-06-12,Thursday,160,1.9,clear
2014-06-13,Friday,10,1.5,cloudy
2014-06-14,Saturday,20,0.6,cloudy
2014-06-15,Sunday,45,0,cloudy
2014-06-16,Monday,169,1,clear
2014-06-17,Tuesday,166,0.9,clear
2014-06-18,Wednesday,124,-0.8,cloudy
2014-06-19,Thursday,119,-1.2,cloudy
2014-06-20,Friday,160,-0.4,clear
2014-06-21,Saturday,115,2.1,clear
2014-06-22,Sunday,74,-0.9,cloudy
2014-06-23,Monday,164,0.8,cloudy
2014-06-24,Tuesday,163,-0.1,clear
2014-06-25,Wednesday,131,-1.2,clear
2014-06-26,Thursday,126,-0.5,clear
2014-06-27,Friday,3,-0.7,cloudy
2014-06-28,Saturday,130,0.3,cloudy
2014-06-29,Sunday,134,-0.8,clear
2014-06-30,Monday,130,-0.3,clear
2014-07-01,Tuesday,114,-0.7,cloudy
2014-07-02,Wednesday,131,-1,clear
2014-07-03,Thursday,153,0.8,clear
2014-07-04,Friday,134,0.3,clear
2014-07-05,Saturday,136,1.2,clear
2014-07-06,Sunday,136,-0.7,clear
2014-07-07,Monday,130,0.9,cloudy
2014-07-08,Tuesday,107,-0.4,cloudy
2014-07-09,Wednesday,27,0.8,cloudy
2014-07-10,Thursday,94,0.1,cloudy
2014-07-11,Friday,174,0.7,clear
2014-07-12,Saturday,136,0.5,clear
2014-07-13,Sunday,8,0,cloudy
2014-07-14,Monday,124,0.5,clear
2014-07-15,Tuesday,10,0,cloudy
2014-07-16,Wednesday,139,0.5,clear
2014-07-17,Thursday,52,1.3,cloudy
2014-07-18,Friday,121,-0.7,clear
2014-07-19,Saturday,152,1.1,clear
2014-07-20,Sunday,39,-0.5,cloudy
2014-07-21,Monday,140,1.3,clear
2014-07-22,Tuesday,123,-0.4,clear
2014-07-23,Wednesday,14,-0.5,cloudy
2014-07-24,Thursday,146,1.1,clear
2014-07-25,Friday,49,-0.7,cloudy
2014-07-26,Saturday,134,1,clear
2014-07-27,Sunday,134,-1,clear
2014-07-28,Monday,27,0.9,cloudy
2014-07-29,Tuesday,108,0.8,cloudy
2014-07-30,Wednesday,154,1.2,clear
2014-07-31,Thursday,107,-0.1,cloudy
2014-08-01,Friday,19,-2.1,cloudy
2014-08-02,Saturday,52,1.1,cloudy
2014-08-03,Sunday,53,0.8,cloudy
2014-08-04,Monday,46,0.5,cloudy
2014-08-05,Tuesday,142,-1.6,cloudy
2014-08-06,Wednesday,86,-0.6,cloudy
2014-08-07,Thursday,150,-0.3,cloudy
2014-08-08,Friday,131,-0.6,clear
2014-08-09,Saturday,135,-1.1,clear
2014-08-10,Sunday,83,0.3,cloudy
2014-08-11,Monday,128,0.4,clear
2014-08-12,Tuesday,127,-0.5,cloudy
2014-08-13,Wednesday,144,0.9,clear
2014-08-14,Thursday,130,0.5,cloudy
2014-08-15,Friday,134,0.1,clear
2014-08-16,Saturday,153,1.5,clear
2014-08-17,Sunday,15,1,cloudy
2014-08-18,Monday,68,-2,cloudy
2014-08-19,Tuesday,184,1.2,clear
2014-08-20,Wednesday,143,-1,clear
2014-08-21,Thursday,166,0.6,clear
2014-08-22,Friday,0,1.3,cloudy
2014-08-23,Saturday,159,1.3,clear
2014-08-24,Sunday,66,-1,cloudy
2014-08-25,Monday,18,0.7,cloudy
2014-08-26,Tuesday,129,0.7,clear
2014-08-27,Wednesday,143,-0.2,clear
2014-08-28,Thursday,130,-0.5,clear
2014-08-29,Friday,150,0.2,clear
2014-08-30,Saturday,148,0.8,clear
2014-08-31,Sunday,132,-0.3,clear
2014-09-01,Monday,22,-0.4,cloudy
2014-09-02,Tuesday,139,0.6,clear
2014-09-03,Wednesday,133,0.8,clear
2014-09-04,Thursday,148,-0.4,clear
2014-09-05,Friday,150,0.2,clear
2014-09-06,Saturday,121,-1,clear
2014-09-07,Sunday,133,-0.6,clear
2014-09-08,Monday,74,-0.6,cloudy
2014-09-09,Tuesday,124,0.1,clear
2014-09-10,Wednesday,113,2,cloudy
2014-09-11,Thursday,58,1.9,cloudy
2014-09-12,Friday,100,-0.1,cloudy
2014-09-13,Saturday,131,-1.2,clear
2014-09-14,Sunday,147,-1.8,clear
2014-09-15,Monday,129,0.1,clear
2014-09-16,Tuesday,123,-1.6,clear
2014-09-17,Wednesday,132,-0.3,clear
2014-09-18,Thursday,89,-1.1,cloudy
2014-09-19,Friday,135,0.6,clear
2014-09-20,Saturday,140,1.3,clear
2014-09-21,Sunday,133,1,clear
2014-09-22,Monday,32,-0.8,cloudy
2014-09-23,Tuesday,139,-1.2,clear
2014-09-24,Wednesday,113,0.8,cloudy
2014-09-25,Thursday,74,1.1,cloudy
2014-09-26,Friday,139,-0.1,clear
2014-09-27,Saturday,152,-1.4,clear
2014-09-28,Sunday,88,0.2,cloudy
2014-09-29,Monday,107,-0.9,cloudy
2014-09-30,Tuesday,81,-1.1,cloudy
2014-10-01,Wednesday,32,-0.2,cloudy
2014-10-02,Thursday,110,1.3,clear
2014-10-03,Friday,127,0.4,clear
2014-10-04,Saturday,115,0.9,clear
2014-10-05,Sunday,130,-0.7,clear
2014-10-06,Monday,124,-1.9,clear
2014-10-07,Tuesday,147,1.1,clear
2014-10-08,Wednesday,184,-0.9,clear
2014-10-09,Thursday,136,-0.2,clear
2014-10-10,Friday,8,-0.4,cloudy
2014-10-11,Saturday,107,0.1,cloudy
2014-10-12,Sunday,128,0.3,clear
2014-10-13,Monday,39,-1.5,cloudy
2014-10-14,Tuesday,124,0.2,clear
2014-10-15,Wednesday,137,0.9,clear
2014-10-16,Thursday,128,2.8,clear
2014-10-17,Friday,121,0.8,clear
2014-10-18,Saturday,17,2.2,cloudy
2014-10-19,Sunday,146,-0.4,clear
2014-10-20,Monday,139,-0.2,clear
2014-10-21,Tuesday,125,-0.8,clear
2014-10-22,Wednesday,91,1.2,cloudy
2014-10-23,Thursday,23,0.6,cloudy
2014-10-24,Friday,145,-1.8,clear
2014-10-25,Saturday,142,-0.9,clear
2014-10-26,Sunday,138,0.4,clear
2014-10-27,Monday,71,1.4,cloudy
2014-10-28,Tuesday,16,-1.1,cloudy
2014-10-29,Wednesday,117,-0.1,clear
2014-10-30,Thursday,120,-1.4,clear
2014-10-31,Friday,126,0.7,clear
2014-11-01,Saturday,128,-0.5,clear
2014-11-02,Sunday,129,-0.9,clear
2014-11-03,Monday,114,-0.1,clear
2014-11-04,Tuesday,112,1,clear
2014-11-05,Wednesday,117,-0.4,clear
2014-11-06,Thursday,35,-0.5,cloudy
2014-11-07,Friday,133,0.7,clear
2014-11-08,Saturday,98,0.9,cloudy
2014-11-09,Sunday,129,0.8,clear
2014-11-10,Monday,121,-0.2,clear
2014-11-11,Tuesday,141,0,clear
2014-11-12,Wednesday,149,-1.6,clear
